Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,128299,-,-,-,38.33,-123.06,-8,15,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,GHI,Temperature,Wind Speed
2021,1,1,0,30,0,8.700000000000001,2.8000000000000003
2021,1,1,1,30,0,9,2.7
2021,1,1,2,30,0,9.3,2.5
2021,1,1,3,30,0,9.600000000000001,2.3000000000000003
2021,1,1,4,30,0,9.9,1.9000000000000001
2021,1,1,5,30,0,9.5,1.4000000000000001
2021,1,1,6,30,0,8.6,1
2021,1,1,7,30,3,8.700000000000001,0.9
2021,1,1,8,30,79,10,0.9
2021,1,1,9,30,275,11.4,0.8
2021,1,1,10,30,291,12.600000000000001,0.8
2021,1,1,11,30,360,13.100000000000001,0.9
2021,1,1,12,30,387,13.3,0.9
2021,1,1,13,30,344,13.3,1.1
2021,1,1,14,30,331,12.9,1.2000000000000002
2021,1,1,15,30,127,12.600000000000001,1.2000000000000002
2021,1,1,16,30,43,10.100000000000001,1.4000000000000001
2021,1,1,17,30,0,9.4,1.6
2021,1,1,18,30,0,9.700000000000001,1.6
2021,1,1,19,30,0,10.200000000000001,1.5
2021,1,1,20,30,0,10.5,1.2000000000000002
2021,1,1,21,30,0,10.700000000000001,1
2021,1,1,22,30,0,10.700000000000001,1
2021,1,1,23,30,0,10.8,1.2000000000000002
2021,1,2,0,30,0,10.8,1.2000000000000002
2021,1,2,1,30,0,10.8,0.9
2021,1,2,2,30,0,10.8,0.8
2021,1,2,3,30,0,10.700000000000001,1
2021,1,2,4,30,0,10.700000000000001,1.2000000000000002
2021,1,2,5,30,0,10.5,1.3
2021,1,2,6,30,0,10.4,1.4000000000000001
2021,1,2,7,30,1,10.3,1.7000000000000002
2021,1,2,8,30,31,10.200000000000001,2
2021,1,2,9,30,71,10.3,2
2021,1,2,10,30,194,10.5,1.7000000000000002
2021,1,2,11,30,179,10.600000000000001,1.3
2021,1,2,12,30,110,10.700000000000001,1.2000000000000002
2021,1,2,13,30,128,10.8,1.1
2021,1,2,14,30,72,10.9,0.9
2021,1,2,15,30,75,10.9,0.7000000000000001
2021,1,2,16,30,15,10.5,0.5
2021,1,2,17,30,0,10.3,0.4
2021,1,2,18,30,0,10.200000000000001,0.6000000000000001
2021,1,2,19,30,0,10.100000000000001,0.8
2021,1,2,20,30,0,9.9,1
2021,1,2,21,30,0,9.8,1.1
2021,1,2,22,30,0,9.700000000000001,1.3
2021,1,2,23,30,0,9.5,1.5
2021,1,3,0,30,0,9.3,1.7000000000000002
2021,1,3,1,30,0,9.200000000000001,1.7000000000000002
2021,1,3,2,30,0,9.200000000000001,1.7000000000000002
2021,1,3,3,30,0,9.3,1.6
2021,1,3,4,30,0,9.600000000000001,1.5
2021,1,3,5,30,0,9.8,1.6
2021,1,3,6,30,0,9.8,1.7000000000000002
2021,1,3,7,30,2,10.100000000000001,1.8
2021,1,3,8,30,53,10.700000000000001,1.9000000000000001
2021,1,3,9,30,93,11.200000000000001,1.9000000000000001
2021,1,3,10,30,190,11.5,1.9000000000000001
2021,1,3,11,30,309,11.700000000000001,1.8
2021,1,3,12,30,291,12,1.7000000000000002
2021,1,3,13,30,296,12.4,1.7000000000000002
2021,1,3,14,30,251,12.5,1.7000000000000002
2021,1,3,15,30,96,12.4,1.8
2021,1,3,16,30,19,11,2
2021,1,3,17,30,0,10.4,2.2
2021,1,3,18,30,0,10.200000000000001,2.1
2021,1,3,19,30,0,10.100000000000001,2.1
2021,1,3,20,30,0,10.100000000000001,2
2021,1,3,21,30,0,10.200000000000001,2.1
2021,1,3,22,30,0,10.3,2.2
2021,1,3,23,30,0,10.600000000000001,2.4000000000000004
2021,1,4,0,30,0,10.8,2.6
2021,1,4,1,30,0,11.100000000000001,3.2
2021,1,4,2,30,0,11.3,3.8000000000000003
2021,1,4,3,30,0,11.5,4.3
2021,1,4,4,30,0,11.8,4.7
2021,1,4,5,30,0,12,4.6000000000000005
2021,1,4,6,30,0,12.100000000000001,4.4
2021,1,4,7,30,1,12.4,4.3
2021,1,4,8,30,26,13,4.2
2021,1,4,9,30,79,13.600000000000001,3.9000000000000004
2021,1,4,10,30,213,14.200000000000001,4
2021,1,4,11,30,88,14.5,4.2
2021,1,4,12,30,334,14.3,4.3
2021,1,4,13,30,454,14,4
2021,1,4,14,30,359,13.5,3.4000000000000004
2021,1,4,15,30,220,13.200000000000001,3
2021,1,4,16,30,62,11.600000000000001,2.1
2021,1,4,17,30,0,10.700000000000001,1.9000000000000001
2021,1,4,18,30,0,10,1.8
2021,1,4,19,30,0,9.4,1.7000000000000002
2021,1,4,20,30,0,9.1,1.5
2021,1,4,21,30,0,8.9,1.5
2021,1,4,22,30,0,8.6,1.6
2021,1,4,23,30,0,8.4,1.7000000000000002
2021,1,5,0,30,0,8.3,1.8
2021,1,5,1,30,0,8.200000000000001,1.8
2021,1,5,2,30,0,8.1,1.8
2021,1,5,3,30,0,7.9,1.7000000000000002
2021,1,5,4,30,0,7.7,1.5
2021,1,5,5,30,0,7.300000000000001,1.4000000000000001
2021,1,5,6,30,0,6.7,1.4000000000000001
2021,1,5,7,30,4,7.2,1.4000000000000001
2021,1,5,8,30,129,8.5,1.4000000000000001
2021,1,5,9,30,288,10.200000000000001,1.4000000000000001
2021,1,5,10,30,412,12,1.2000000000000002
2021,1,5,11,30,488,13.200000000000001,1.2000000000000002
2021,1,5,12,30,504,13.8,1.1
2021,1,5,13,30,462,14.100000000000001,0.9
2021,1,5,14,30,364,14.100000000000001,0.8
2021,1,5,15,30,224,13.9,0.7000000000000001
2021,1,5,16,30,68,12.4,0.5
2021,1,5,17,30,0,11.9,0.4
2021,1,5,18,30,0,11.5,0.30000000000000004
2021,1,5,19,30,0,11.4,0.30000000000000004
2021,1,5,20,30,0,11.200000000000001,0.2
2021,1,5,21,30,0,11,0.2
2021,1,5,22,30,0,10.8,0.30000000000000004
2021,1,5,23,30,0,10.600000000000001,0.6000000000000001
2021,1,6,0,30,0,10.3,1
2021,1,6,1,30,0,9.8,1.4000000000000001
2021,1,6,2,30,0,9.1,1.8
2021,1,6,3,30,0,8.700000000000001,2.1
2021,1,6,4,30,0,8.5,2.3000000000000003
2021,1,6,5,30,0,8.4,2.4000000000000004
2021,1,6,6,30,0,8.4,2.3000000000000003
2021,1,6,7,30,3,8.6,2.3000000000000003
2021,1,6,8,30,65,9.3,2.2
2021,1,6,9,30,140,10.200000000000001,2.1
2021,1,6,10,30,37,10.8,2.1
2021,1,6,11,30,29,11.100000000000001,2.3000000000000003
2021,1,6,12,30,305,11.4,2.2
2021,1,6,13,30,144,11.8,1.9000000000000001
2021,1,6,14,30,37,11.9,1.6
2021,1,6,15,30,166,11.9,1.4000000000000001
2021,1,6,16,30,69,11.100000000000001,1.2000000000000002
2021,1,6,17,30,0,10.9,0.9
2021,1,6,18,30,0,10.8,0.5
2021,1,6,19,30,0,10.600000000000001,0.4
2021,1,6,20,30,0,10.200000000000001,0.8
2021,1,6,21,30,0,9.9,1
2021,1,6,22,30,0,9.5,1.2000000000000002
2021,1,6,23,30,0,9.1,1.5
2021,1,7,0,30,0,8.700000000000001,1.6
2021,1,7,1,30,0,8.3,1.7000000000000002
2021,1,7,2,30,0,8,1.9000000000000001
2021,1,7,3,30,0,7.9,2.1
2021,1,7,4,30,0,7.9,2.2
2021,1,7,5,30,0,7.7,2.3000000000000003
2021,1,7,6,30,0,7.6000000000000005,2.3000000000000003
2021,1,7,7,30,2,7.800000000000001,2.2
2021,1,7,8,30,100,8.4,2.3000000000000003
2021,1,7,9,30,120,9.5,2.4000000000000004
2021,1,7,10,30,272,11.100000000000001,2.2
2021,1,7,11,30,491,13,1.7000000000000002
2021,1,7,12,30,285,14.200000000000001,1.5
2021,1,7,13,30,400,14.600000000000001,1.6
2021,1,7,14,30,247,14.200000000000001,1.6
2021,1,7,15,30,153,13.700000000000001,1.5
2021,1,7,16,30,44,11.4,1.5
2021,1,7,17,30,0,10.8,1.5
2021,1,7,18,30,0,10.5,1.5
2021,1,7,19,30,0,10.4,1.4000000000000001
2021,1,7,20,30,0,10.200000000000001,1.3
2021,1,7,21,30,0,10.100000000000001,1.1
2021,1,7,22,30,0,10.100000000000001,1
2021,1,7,23,30,0,10.100000000000001,1
2021,1,8,0,30,0,10.200000000000001,1.1
2021,1,8,1,30,0,10.200000000000001,1.3
2021,1,8,2,30,0,10,1.6
2021,1,8,3,30,0,9.5,1.7000000000000002
2021,1,8,4,30,0,8.8,2
2021,1,8,5,30,0,8.6,1.8
2021,1,8,6,30,0,8.9,1.1
2021,1,8,7,30,5,9.600000000000001,1
2021,1,8,8,30,123,10.4,1.7000000000000002
2021,1,8,9,30,58,11.100000000000001,2.4000000000000004
2021,1,8,10,30,163,11.700000000000001,2.7
2021,1,8,11,30,174,12.4,2.9000000000000004
2021,1,8,12,30,180,13.100000000000001,2.8000000000000003
2021,1,8,13,30,250,13.4,2.6
2021,1,8,14,30,381,13.3,2.5
2021,1,8,15,30,239,13.200000000000001,2.5
2021,1,8,16,30,47,10.9,2.4000000000000004
2021,1,8,17,30,0,9.600000000000001,2.4000000000000004
2021,1,8,18,30,0,8.8,2.4000000000000004
2021,1,8,19,30,0,8.3,2.2
2021,1,8,20,30,0,8.1,2.2
2021,1,8,21,30,0,7.9,2.1
2021,1,8,22,30,0,7.7,2.1
2021,1,8,23,30,0,7.6000000000000005,2.1
2021,1,9,0,30,0,7.4,2.2
2021,1,9,1,30,0,7.4,2.2
2021,1,9,2,30,0,7.300000000000001,2
2021,1,9,3,30,0,7.300000000000001,1.8
2021,1,9,4,30,0,7.2,1.5
2021,1,9,5,30,0,7,1.4000000000000001
2021,1,9,6,30,0,7,1.3
2021,1,9,7,30,4,7.9,0.8
2021,1,9,8,30,129,9.700000000000001,0.30000000000000004
2021,1,9,9,30,286,11.600000000000001,0.4
2021,1,9,10,30,409,13.3,0.9
2021,1,9,11,30,486,14.3,1.2000000000000002
2021,1,9,12,30,504,14.700000000000001,1.3
2021,1,9,13,30,452,14.8,1.2000000000000002
2021,1,9,14,30,328,14.600000000000001,1.3
2021,1,9,15,30,184,14.4,1.4000000000000001
2021,1,9,16,30,53,11.4,2
2021,1,9,17,30,0,9.9,2.2
2021,1,9,18,30,0,9.200000000000001,2.2
2021,1,9,19,30,0,8.9,2.1
2021,1,9,20,30,0,8.8,1.8
2021,1,9,21,30,0,9.200000000000001,1.6
2021,1,9,22,30,0,9.700000000000001,1.3
2021,1,9,23,30,0,9.9,1.1
2021,1,10,0,30,0,9.8,0.9
2021,1,10,1,30,0,9.8,0.6000000000000001
2021,1,10,2,30,0,9.8,0.5
2021,1,10,3,30,0,9.9,0.5
2021,1,10,4,30,0,10,0.8
2021,1,10,5,30,0,10,1.1
2021,1,10,6,30,0,9.9,1.3
2021,1,10,7,30,6,9.9,1.3
2021,1,10,8,30,126,10.200000000000001,1.5
2021,1,10,9,30,270,10.600000000000001,1.7000000000000002
2021,1,10,10,30,217,11.200000000000001,1.7000000000000002
2021,1,10,11,30,218,11.9,1.4000000000000001
2021,1,10,12,30,222,12.4,1.2000000000000002
2021,1,10,13,30,246,12.5,1.1
2021,1,10,14,30,109,12.4,1
2021,1,10,15,30,73,12.3,1
2021,1,10,16,30,39,11.5,1.1
2021,1,10,17,30,0,11.100000000000001,1.1
2021,1,10,18,30,0,10.9,1
2021,1,10,19,30,0,10.9,0.9
2021,1,10,20,30,0,10.700000000000001,1
2021,1,10,21,30,0,10.4,1.2000000000000002
2021,1,10,22,30,0,10,1.2000000000000002
2021,1,10,23,30,0,9.600000000000001,1.2000000000000002
2021,1,11,0,30,0,9.1,1.2000000000000002
2021,1,11,1,30,0,8.6,1.4000000000000001
2021,1,11,2,30,0,8.3,1.6
2021,1,11,3,30,0,8.200000000000001,1.7000000000000002
2021,1,11,4,30,0,8.3,1.6
2021,1,11,5,30,0,8,1.5
2021,1,11,6,30,0,7.5,1.6
2021,1,11,7,30,3,8,1.8
2021,1,11,8,30,28,9.4,2
2021,1,11,9,30,183,11.100000000000001,1.6
2021,1,11,10,30,385,13,0.9
2021,1,11,11,30,174,14.200000000000001,0.6000000000000001
2021,1,11,12,30,398,14.8,0.5
2021,1,11,13,30,392,15,0.4
2021,1,11,14,30,186,14.9,0.5
2021,1,11,15,30,100,14.600000000000001,0.5
2021,1,11,16,30,37,12.600000000000001,0.9
2021,1,11,17,30,0,11.700000000000001,1.1
2021,1,11,18,30,0,11.3,1.2000000000000002
2021,1,11,19,30,0,11,1
2021,1,11,20,30,0,10.9,0.6000000000000001
2021,1,11,21,30,0,10.9,0.5
2021,1,11,22,30,0,10.9,0.9
2021,1,11,23,30,0,10.8,1.1
2021,1,12,0,30,0,10.4,1.5
2021,1,12,1,30,0,9.8,1.9000000000000001
2021,1,12,2,30,0,9.700000000000001,2
2021,1,12,3,30,0,9.9,1.9000000000000001
2021,1,12,4,30,0,9.9,2
2021,1,12,5,30,0,9.700000000000001,2.3000000000000003
2021,1,12,6,30,0,9.700000000000001,2.3000000000000003
2021,1,12,7,30,1,10,2.3000000000000003
2021,1,12,8,30,24,10.5,2.2
2021,1,12,9,30,162,11.200000000000001,2.3000000000000003
2021,1,12,10,30,298,12.3,2.3000000000000003
2021,1,12,11,30,206,13.200000000000001,2.2
2021,1,12,12,30,158,13.600000000000001,2
2021,1,12,13,30,130,13.700000000000001,1.8
2021,1,12,14,30,120,13.700000000000001,1.6
2021,1,12,15,30,81,13.700000000000001,1.6
2021,1,12,16,30,17,12.5,1.4000000000000001
2021,1,12,17,30,0,12.100000000000001,1.4000000000000001
2021,1,12,18,30,0,12.100000000000001,1.6
2021,1,12,19,30,0,11.9,1.7000000000000002
2021,1,12,20,30,0,11.600000000000001,1.8
2021,1,12,21,30,0,11.3,1.8
2021,1,12,22,30,0,11,1.9000000000000001
2021,1,12,23,30,0,10.9,1.9000000000000001
2021,1,13,0,30,0,10.8,1.8
2021,1,13,1,30,0,10.8,1.6
2021,1,13,2,30,0,10.8,1.4000000000000001
2021,1,13,3,30,0,10.9,1
2021,1,13,4,30,0,11.100000000000001,0.7000000000000001
2021,1,13,5,30,0,11.3,0.7000000000000001
2021,1,13,6,30,0,11.3,0.7000000000000001
2021,1,13,7,30,4,11.8,0.7000000000000001
2021,1,13,8,30,53,12.8,0.6000000000000001
2021,1,13,9,30,78,13.8,0.30000000000000004
2021,1,13,10,30,189,14.9,0.2
2021,1,13,11,30,173,16,0.2
2021,1,13,12,30,168,17,0.4
2021,1,13,13,30,215,17.7,0.5
2021,1,13,14,30,227,17.900000000000002,0.4
2021,1,13,15,30,137,17.900000000000002,0.30000000000000004
2021,1,13,16,30,84,15.9,0.8
2021,1,13,17,30,0,14.5,1.1
2021,1,13,18,30,0,13.5,1.2000000000000002
2021,1,13,19,30,0,12.600000000000001,1.2000000000000002
2021,1,13,20,30,0,12,1.2000000000000002
2021,1,13,21,30,0,11.600000000000001,1.2000000000000002
2021,1,13,22,30,0,11.3,1.3
2021,1,13,23,30,0,11,1.4000000000000001
2021,1,14,0,30,0,10.8,1.4000000000000001
2021,1,14,1,30,0,10.5,1.5
2021,1,14,2,30,0,10.200000000000001,1.5
2021,1,14,3,30,0,9.9,1.6
2021,1,14,4,30,0,9.700000000000001,1.5
2021,1,14,5,30,0,9.700000000000001,1.3
2021,1,14,6,30,0,9.8,1.1
2021,1,14,7,30,7,11,1
2021,1,14,8,30,131,13.3,1
2021,1,14,9,30,150,15.200000000000001,0.7000000000000001
2021,1,14,10,30,312,16.900000000000002,0.4
2021,1,14,11,30,507,18.2,0.4
2021,1,14,12,30,247,18.900000000000002,0.9
2021,1,14,13,30,293,18.900000000000002,1.8
