Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,128299,-,-,-,38.33,-123.06,-8,15,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,GHI,Temperature,Wind Speed
2020,1,1,0,30,0,8.9,3.2
2020,1,1,1,30,0,8.9,2.9000000000000004
2020,1,1,2,30,0,9.1,2.7
2020,1,1,3,30,0,9.200000000000001,2.6
2020,1,1,4,30,0,9.4,2.6
2020,1,1,5,30,0,9.600000000000001,2.6
2020,1,1,6,30,0,9.8,2.6
2020,1,1,7,30,2,10.5,2.5
2020,1,1,8,30,74,11.700000000000001,2.8000000000000003
2020,1,1,9,30,252,12.9,3
2020,1,1,10,30,267,14.3,3.3000000000000003
2020,1,1,11,30,345,15.5,3.4000000000000004
2020,1,1,12,30,276,16,3.5
2020,1,1,13,30,285,16,3.7
2020,1,1,14,30,178,15.5,3.8000000000000003
2020,1,1,15,30,93,15,3.8000000000000003
2020,1,1,16,30,24,13.100000000000001,3.7
2020,1,1,17,30,0,12.3,3.7
2020,1,1,18,30,0,11.9,3.6
2020,1,1,19,30,0,11.700000000000001,3.5
2020,1,1,20,30,0,11.5,3.5
2020,1,1,21,30,0,11.3,3.7
2020,1,1,22,30,0,11,3.8000000000000003
2020,1,1,23,30,0,10.600000000000001,3.8000000000000003
2020,1,2,0,30,0,10.200000000000001,3.7
2020,1,2,1,30,0,10,3.7
2020,1,2,2,30,0,9.700000000000001,3.7
2020,1,2,3,30,0,9.5,3.7
2020,1,2,4,30,0,9.4,3.7
2020,1,2,5,30,0,9.200000000000001,3.6
2020,1,2,6,30,0,9.1,3.6
2020,1,2,7,30,3,9.700000000000001,3.7
2020,1,2,8,30,105,10.9,3.8000000000000003
2020,1,2,9,30,230,12.4,3.9000000000000004
2020,1,2,10,30,404,14,3.9000000000000004
2020,1,2,11,30,483,15.200000000000001,3.7
2020,1,2,12,30,447,16,3.6
2020,1,2,13,30,458,16.3,3.5
2020,1,2,14,30,360,15.9,3.3000000000000003
2020,1,2,15,30,220,15.5,3.2
2020,1,2,16,30,60,12.8,3.3000000000000003
2020,1,2,17,30,0,11.8,3.3000000000000003
2020,1,2,18,30,0,11.5,3.1
2020,1,2,19,30,0,11.200000000000001,2.8000000000000003
2020,1,2,20,30,0,10.9,2.4000000000000004
2020,1,2,21,30,0,10.700000000000001,2.1
2020,1,2,22,30,0,10.5,1.9000000000000001
2020,1,2,23,30,0,10.200000000000001,1.6
2020,1,3,0,30,0,10,1.4000000000000001
2020,1,3,1,30,0,9.9,1.4000000000000001
2020,1,3,2,30,0,9.700000000000001,1.3
2020,1,3,3,30,0,9.5,1.4000000000000001
2020,1,3,4,30,0,9.200000000000001,1.6
2020,1,3,5,30,0,8.9,1.9000000000000001
2020,1,3,6,30,0,8.8,2.2
2020,1,3,7,30,3,9.4,2.6
2020,1,3,8,30,84,10.4,2.8000000000000003
